precipitation,temp_max,temp_min,wind,weather,city
5.1,12.8,5.6,3.2,fog,Dallas
0.0,13.3,5.6,2.4,sun,Dallas
1.5,11.1,5.0,3.6,sun,Dallas
0.0,12.8,3.9,1.7,rain,Dallas
0.0,16.7,2.8,2.4,sun,Dallas
1.0,13.9,6.7,3.5,sun,Dallas
0.5,14.4,6.7,3.9,fog,Dallas
0.0,17.2,6.1,1.7,rain,Dallas
0.0,17.2,6.1,2.3,rain,Dallas
10.9,13.9,7.8,4.6,rain,Dallas
0.0,11.7,5.6,6.5,rain,Dallas
0.0,13.3,5.6,3.6,rain,Dallas
14.0,11.7,3.9,3.6,fog,Dallas
3.3,11.7,2.8,3.3,sun,Dallas
0.0,13.9,3.3,2.4,sun,Dallas
0.0,17.8,3.9,3.1,fog,Dallas
0.0,18.9,6.1,3.6,sun,Dallas
0.0,18.9,8.3,3.9,rain,Dallas
0.0,21.1,8.3,3.6,sun,Dallas
0.0,22.8,7.8,2.6,sun,Dallas
5.6,17.2,6.7,3.4,fog,Dallas
0.0,15.6,5.0,2.3,rain,Dallas
3.0,12.2,6.7,4.1,rain,Dallas
3.3,12.2,6.1,5.0,rain,Dallas
1.3,13.3,5.6,3.0,sun,Dallas
0.0,15.6,4.4,2.7,rain,Dallas
0.3,25.0,10.6,2.3,sun,Dallas
1.8,15.6,8.9,4.3,rain,Dallas
0.0,16.1,7.2,4.7,sun,Dallas
0.0,17.2,7.8,2.1,sun,Dallas
0.0,18.3,8.9,3.7,fog,Dallas
0.0,18.3,7.8,3.7,fog,Dallas
0.0,20.6,7.8,2.6,sun,Dallas
0.0,17.2,7.2,5.2,sun,Dallas
6.1,14.4,7.2,5.1,rain,Dallas
0.0,16.7,7.2,2.6,fog,Dallas
0.0,20.6,6.1,3.0,sun,Dallas
0.0,23.9,8.3,3.0,sun,Dallas
0.0,26.7,9.4,2.6,rain,Dallas
0.0,19.4,11.1,2.8,rain,Dallas
0.0,13.9,10.0,2.5,sun,Dallas
4.3,15.6,10.6,3.3,sun,Dallas
4.1,12.2,10.0,2.8,rain,Dallas
0.3,17.8,9.4,2.0,sun,Dallas
0.0,20.0,9.4,2.8,sun,Dallas
0.0,15.6,11.1,3.0,fog,Dallas
0.0,19.4,10.6,2.1,rain,Dallas
0.0,25.6,12.2,3.0,sun,Dallas
0.0,21.7,11.7,2.6,rain,Dallas
0.0,23.3,10.6,1.8,fog,Dallas
0.0,25.6,11.7,2.1,rain,Dallas
0.0,16.7,11.7,3.7,drizzle,Dallas
0.0,16.1,11.7,2.6,rain,Dallas
0.0,17.8,11.1,2.7,rain,Dallas
0.0,15.6,11.1,2.7,rain,Dallas
0.0,21.7,11.7,2.1,rain,Dallas
0.0,24.4,11.7,1.8,rain,Dallas
0.0,27.8,12.2,2.1,sun,Dallas
0.0,26.1,12.8,2.5,sun,Dallas
0.0,22.8,10.0,2.5,rain,Dallas
0.0,25.0,11.7,2.2,fog,Dallas
4.6,16.1,11.7,3.4,sun,Dallas
0.5,17.8,12.8,5.0,rain,Dallas
0.0,20.0,11.7,3.0,rain,Dallas
0.0,22.8,11.7,3.9,fog,Dallas
0.0,26.7,12.8,4.3,fog,Dallas
0.0,29.4,13.3,2.6,rain,Dallas
0.0,31.1,15.6,3.2,sun,Dallas
0.0,30.6,14.4,3.5,sun,Dallas
0.0,28.9,14.4,2.7,sun,Dallas
0.0,25.6,11.1,3.0,sun,Dallas
0.0,24.4,11.1,3.5,sun,Dallas
0.0,20.0,11.7,2.3,rain,Dallas
0.0,23.9,9.4,2.6,sun,Dallas
0.0,27.8,11.7,3.7,sun,Dallas
0.0,30.0,16.1,3.5,sun,Dallas
0.0,22.8,11.1,3.0,sun,Dallas
0.0,25.0,11.1,3.1,sun,Dallas
0.0,24.4,13.9,3.0,sun,Dallas
0.5,23.9,13.3,3.2,rain,Dallas
0.0,25.0,12.8,4.3,sun,Dallas
0.0,25.6,13.9,3.4,sun,Dallas
0.0,25.0,12.8,2.4,sun,Dallas
0.0,26.1,11.7,2.4,sun,Dallas
0.0,25.6,16.1,2.6,sun,Dallas
0.0,30.6,15.6,3.0,sun,Dallas
0.0,31.7,17.8,4.7,rain,Dallas
0.0,33.3,17.2,3.9,sun,Dallas
0.3,28.3,18.3,2.1,sun,Dallas
0.0,28.9,17.2,2.7,fog,Dallas
0.0,30.6,15.0,3.4,drizzle,Dallas
0.0,32.2,17.2,4.3,sun,Dallas
0.0,33.9,17.8,3.4,sun,Dallas
0.0,33.3,17.8,2.6,rain,Dallas
0.0,33.3,15.0,2.9,rain,Dallas
0.0,32.8,16.7,2.1,rain,Dallas
0.0,29.4,15.6,3.2,sun,Dallas
0.0,27.2,13.9,2.4,rain,Dallas
0.0,30.0,14.4,1.9,sun,Dallas
0.0,28.9,14.4,3.4,rain,Dallas
0.0,21.1,16.7,3.7,sun,Dallas
0.0,22.2,16.7,3.0,rain,Dallas
0.0,26.1,16.7,2.2,sun,Dallas
0.0,25.6,16.1,3.1,sun,Dallas
0.0,27.8,16.1,3.3,rain,Dallas
0.0,26.1,14.4,3.2,sun,Dallas
0.0,26.1,15.0,2.8,rain,Dallas
0.0,27.8,13.9,3.3,fog,Dallas
0.0,33.3,17.8,3.4,sun,Dallas
0.0,35.0,17.2,3.3,sun,Dallas
0.0,26.7,16.7,3.9,sun,Dallas
0.0,23.9,15.0,2.4,sun,Dallas
0.0,23.9,13.9,2.8,rain,Dallas
0.0,26.1,14.4,1.9,sun,Dallas
0.3,22.8,13.3,3.8,sun,Dallas
0.0,21.1,14.4,2.4,sun,Dallas
2.0,22.2,13.9,2.6,rain,Dallas
0.0,23.3,12.2,1.9,rain,Dallas
0.0,27.8,13.9,3.4,rain,Dallas
0.0,32.2,14.4,3.8,sun,Dallas
0.0,34.4,17.2,3.5,sun,Dallas
0.0,34.4,17.8,2.6,rain,Dallas
0.0,33.3,15.6,3.1,sun,Dallas
0.0,30.6,16.1,2.0,fog,Dallas
0.0,28.3,17.2,2.3,sun,Dallas
0.0,26.1,14.4,2.6,rain,Dallas
0.0,23.3,12.2,3.5,sun,Dallas
0.0,25.0,15.0,2.9,sun,Dallas
0.0,28.3,15.6,3.7,rain,Dallas
0.0,25.0,15.6,3.6,rain,Dallas
0.0,28.3,15.0,2.2,rain,Dallas
0.0,28.9,16.1,2.4,rain,Dallas
0.0,30.0,16.7,4.4,rain,Dallas
7.6,28.3,16.7,2.7,rain,Dallas
0.0,28.3,15.6,2.2,rain,Dallas
30.5,18.3,15.0,5.2,rain,Dallas
0.0,21.7,13.9,3.7,sun,Dallas
0.0,25.0,14.4,3.7,sun,Dallas
0.0,27.2,13.9,3.0,sun,Dallas
0.0,30.0,15.0,3.0,rain,Dallas
0.0,31.7,16.1,2.1,sun,Dallas
2.0,22.8,14.4,4.2,sun,Dallas
0.0,22.2,14.4,2.6,fog,Dallas
0.0,26.7,12.2,2.5,sun,Dallas
0.0,27.8,13.9,1.8,sun,Dallas
0.0,23.9,12.2,2.3,rain,Dallas
0.0,25.6,12.2,3.4,sun,Dallas
0.0,28.3,13.9,1.7,sun,Dallas
0.0,29.4,14.4,2.1,sun,Dallas
0.5,23.3,15.6,2.6,rain,Dallas
32.5,22.2,13.3,5.8,fog,Dallas
10.2,20.0,12.8,4.7,snow,Dallas
0.0,18.9,16.1,5.8,fog,Dallas
5.8,19.4,13.9,5.0,fog,Dallas
0.0,19.4,11.1,3.8,sun,Dallas
0.0,18.3,10.6,2.9,sun,Dallas
0.0,18.3,10.0,2.9,sun,Dallas
0.3,20.6,8.9,3.5,sun,Dallas
5.3,16.1,11.7,2.4,rain,Dallas
0.3,21.1,13.3,1.5,fog,Dallas
0.0,22.8,13.3,2.4,rain,Dallas
0.0,24.4,13.9,3.3,rain,Dallas
0.0,25.0,14.4,3.6,rain,Dallas
0.0,27.2,15.0,3.1,rain,Dallas
0.0,26.7,14.4,2.1,sun,Dallas
0.5,20.6,12.8,3.0,sun,Dallas
0.0,16.7,10.6,3.4,rain,Dallas
0.0,17.8,10.0,2.8,rain,Dallas
1.0,20.0,10.0,1.9,sun,Dallas
1.8,18.3,12.8,3.8,sun,Dallas
0.0,19.4,12.8,2.6,sun,Dallas
0.0,21.1,14.4,4.3,rain,Dallas
4.1,22.8,12.2,6.8,rain,Dallas
0.0,18.3,9.4,2.7,rain,Dallas
0.0,18.9,7.8,2.0,rain,Dallas
0.0,20.6,8.3,1.8,sun,Dallas
0.0,22.2,11.1,2.5,sun,Dallas
2.0,15.6,12.8,2.6,fog,Dallas
0.0,18.3,10.0,2.7,rain,Dallas
0.0,17.8,7.2,3.8,sun,Dallas
0.0,21.1,9.4,5.1,rain,Dallas
0.0,21.7,8.9,1.9,rain,Dallas
0.0,18.3,10.0,1.3,fog,Dallas
0.0,21.1,9.4,1.3,rain,Dallas
0.0,15.6,10.0,2.9,sun,Dallas
0.0,19.4,11.1,4.8,sun,Dallas
0.0,22.8,10.0,3.7,sun,Dallas
0.0,23.3,9.4,1.6,sun,Dallas
0.0,18.3,10.0,2.6,fog,Dallas
9.9,16.1,13.9,2.2,rain,Dallas
0.0,18.9,13.3,1.1,rain,Dallas
0.3,19.4,12.2,2.6,rain,Dallas
28.7,21.1,13.3,4.7,rain,Dallas
0.0,17.8,10.6,2.6,sun,Dallas
4.6,18.3,10.6,2.8,rain,Dallas
1.3,16.7,9.4,3.2,rain,Dallas
0.0,15.0,10.0,5.0,rain,Dallas
0.0,21.1,9.4,3.4,rain,Dallas
0.0,20.0,8.9,1.3,rain,Dallas
0.3,19.4,11.7,1.3,rain,Dallas
3.8,15.0,12.8,2.0,rain,Dallas
0.3,17.2,12.2,2.6,rain,Dallas
0.0,17.8,10.6,1.8,sun,Dallas
0.0,16.1,8.3,1.3,rain,Dallas
0.0,16.1,8.9,2.7,rain,Dallas
0.0,12.8,7.2,2.6,sun,Dallas
0.0,15.0,8.9,2.9,sun,Dallas
8.9,19.4,8.9,3.4,rain,Dallas
6.9,12.2,10.0,4.6,rain,Dallas
0.0,16.1,7.8,1.7,sun,Dallas
3.3,13.9,11.1,2.8,rain,Dallas
1.8,15.0,12.2,4.7,sun,Dallas
19.3,17.2,11.7,6.7,rain,Dallas
33.0,15.6,11.7,7.2,sun,Dallas
26.2,12.2,8.9,6.0,sun,Dallas
0.3,11.1,7.2,2.8,sun,Dallas
0.8,10.6,5.0,1.4,rain,Dallas
0.0,10.0,3.3,2.2,rain,Dallas
1.3,11.7,7.8,2.3,rain,Dallas
0.0,15.6,8.3,2.7,fog,Dallas
12.7,12.2,9.4,3.0,sun,Dallas
6.6,11.1,7.8,1.8,sun,Dallas
3.3,10.0,5.0,1.3,fog,Dallas
1.3,11.1,3.9,3.9,sun,Dallas
1.5,11.1,6.1,4.6,fog,Dallas
9.9,11.1,5.0,5.1,rain,Dallas
33.5,13.3,9.4,6.5,sun,Dallas
47.2,9.4,6.1,4.5,rain,Dallas
22.4,8.9,2.2,4.1,rain,Dallas
2.0,8.9,1.7,4.0,rain,Dallas
29.5,13.3,6.7,8.0,sun,Dallas
1.5,8.9,3.3,3.8,fog,Dallas
2.0,8.9,2.8,4.2,sun,Dallas
0.0,8.3,0.6,4.0,sun,Dallas
0.0,8.9,0.6,4.7,rain,Dallas
0.0,10.0,1.7,3.1,rain,Dallas
3.0,6.7,0.0,1.3,rain,Dallas
7.1,6.7,2.8,4.5,rain,Dallas
0.0,7.2,0.0,5.7,rain,Dallas
0.0,9.4,-1.0,4.3,rain,Dallas
0.0,9.4,-1.6,3.0,sun,Dallas
0.0,7.2,-2.7,1.0,rain,Dallas
0.0,1.7,-2.1,0.9,sun,Dallas
0.5,5.6,-3.8,1.7,sun,Dallas
12.2,10.0,3.9,3.5,rain,Dallas
2.5,10.6,4.4,5.0,sun,Dallas
12.7,15.6,7.8,5.9,sun,Dallas
2.0,10.6,6.1,4.7,rain,Dallas
15.7,10.0,6.1,4.0,rain,Dallas
11.2,12.8,7.2,5.9,sun,Dallas
27.4,11.1,8.3,3.4,snow,Dallas
54.1,15.6,10.0,6.2,rain,Dallas
13.5,12.2,7.8,6.3,sun,Dallas
9.4,11.7,6.1,7.5,sun,Dallas
0.3,9.4,4.4,2.8,sun,Dallas
16.0,8.9,5.6,5.6,rain,Dallas
1.3,7.8,6.1,6.1,sun,Dallas
0.0,7.8,1.7,1.7,rain,Dallas
1.5,6.7,1.1,2.9,rain,Dallas
3.6,6.1,2.8,2.3,rain,Dallas
21.8,6.7,3.9,6.0,sun,Dallas
18.5,8.9,4.4,5.1,sun,Dallas
0.0,8.3,2.8,4.1,sun,Dallas
4.3,7.8,4.4,6.7,fog,Dallas
27.4,5.6,2.8,4.3,sun,Dallas
4.6,7.8,2.8,5.0,sun,Dallas
6.1,5.0,2.8,7.6,rain,Dallas
2.5,5.6,2.2,4.3,sun,Dallas
5.8,5.0,2.2,1.5,rain,Dallas
0.0,4.4,0.0,2.5,rain,Dallas
8.6,4.4,1.7,2.9,sun,Dallas
1.5,5.0,1.7,1.3,fog,Dallas
0.0,7.2,0.6,2.6,sun,Dallas
0.0,5.6,-1.0,3.4,rain,Dallas
0.0,5.6,-2.1,3.5,sun,Dallas
0.0,6.1,1.1,3.1,sun,Houston
2.0,6.7,3.9,5.1,sun,Houston
0.0,12.2,6.7,7.0,sun,Houston
0.0,10.6,6.7,5.6,rain,Houston
6.9,7.8,1.1,6.2,sun,Houston
0.5,6.7,0.0,2.7,rain,Houston
0.0,8.9,-1.7,2.7,sun,Houston
0.0,15.6,0.6,2.5,rain,Houston
3.6,9.4,5.0,2.8,rain,Houston
10.4,7.2,6.1,3.4,sun,Houston
13.7,6.7,2.8,5.8,rain,Houston
19.3,8.3,0.6,6.2,rain,Houston
9.4,5.6,0.6,5.3,rain,Houston
8.6,7.8,1.1,4.7,sun,Houston
23.9,11.1,5.6,5.8,sun,Houston
8.4,8.9,3.9,5.1,sun,Houston
9.4,10.0,0.6,3.8,sun,Houston
3.6,5.0,-0.6,2.7,rain,Houston
2.0,7.2,-1.1,3.0,rain,Houston
3.6,7.8,2.2,6.4,sun,Houston
1.3,8.9,1.1,2.5,rain,Houston
4.1,10.0,1.7,2.1,sun,Houston
0.0,12.2,0.6,2.8,rain,Houston
0.0,15.0,3.3,5.2,rain,Houston
0.0,13.3,2.2,2.7,sun,Houston
0.0,12.8,6.1,4.3,rain,Houston
4.8,14.4,6.7,3.8,drizzle,Houston
1.3,10.6,7.2,5.9,rain,Houston
27.4,10.0,6.1,4.4,sun,Houston
5.6,9.4,5.0,4.7,sun,Houston
13.2,10.0,2.8,3.4,rain,Houston
1.5,8.9,4.4,6.8,rain,Houston
0.0,16.7,4.4,3.1,sun,Houston
1.5,11.7,3.3,3.1,sun,Houston
0.0,10.6,2.8,2.1,sun,Houston
4.6,9.4,2.8,1.8,rain,Houston
0.3,11.1,3.3,2.6,sun,Houston
0.0,16.1,1.7,4.3,sun,Houston
0.0,21.1,7.2,4.1,rain,Houston
0.0,20.0,6.1,2.1,rain,Houston
0.0,18.3,10.0,2.9,rain,Houston
0.3,20.6,8.9,3.5,sun,Houston
5.3,16.1,11.7,2.4,sun,Houston
0.3,21.1,13.3,1.5,sun,Houston
0.0,22.8,13.3,2.4,rain,Houston
0.0,24.4,13.9,3.3,rain,Houston
0.0,25.0,14.4,3.6,sun,Houston
0.0,27.2,15.0,3.1,rain,Houston
0.0,26.7,14.4,2.1,sun,Houston
0.5,20.6,12.8,3.0,sun,Houston
0.0,16.7,10.6,3.4,sun,Houston
0.0,17.8,10.0,2.8,sun,Houston
1.0,20.0,10.0,1.9,sun,Houston
1.8,18.3,12.8,3.8,rain,Houston
0.0,19.4,12.8,2.6,sun,Houston
0.0,21.1,14.4,4.3,rain,Houston
4.1,22.8,12.2,6.8,sun,Houston
0.0,18.3,9.4,2.7,sun,Houston
0.0,18.9,7.8,2.0,sun,Houston
0.0,20.6,8.3,1.8,sun,Houston
0.0,22.2,11.1,2.5,rain,Houston
2.0,15.6,12.8,2.6,sun,Houston
0.0,18.3,10.0,2.7,sun,Houston
0.0,17.8,7.2,3.8,rain,Houston
0.0,21.1,9.4,5.1,rain,Houston
0.0,21.7,8.9,1.9,rain,Houston
0.0,18.3,10.0,1.3,rain,Houston
0.0,21.1,9.4,1.3,rain,Houston
0.0,15.6,10.0,2.9,sun,Houston
0.0,19.4,11.1,4.8,rain,Houston
0.0,22.8,10.0,3.7,sun,Houston
0.0,23.3,9.4,1.6,rain,Houston
0.0,18.3,10.0,2.6,sun,Houston
9.9,16.1,13.9,2.2,rain,Houston
0.0,18.9,13.3,1.1,rain,Houston
0.3,19.4,12.2,2.6,sun,Houston
28.7,21.1,13.3,4.7,sun,Houston
0.0,17.8,10.6,2.6,rain,Houston
4.6,18.3,10.6,2.8,sun,Houston
1.3,16.7,9.4,3.2,rain,Houston
0.0,20.6,6.1,3.0,sun,Houston
0.0,23.9,8.3,3.0,snow,Houston
0.0,26.7,9.4,2.6,rain,Houston
0.0,19.4,11.1,2.8,sun,Houston
0.0,13.9,10.0,2.5,sun,Houston
4.3,15.6,10.6,3.3,rain,Houston
4.1,12.2,10.0,2.8,sun,Houston
0.3,17.8,9.4,2.0,sun,Houston
0.0,20.0,9.4,2.8,sun,Houston
0.0,15.6,11.1,3.0,rain,Houston
0.0,19.4,10.6,2.1,rain,Houston
0.0,25.6,12.2,3.0,sun,Houston
0.0,21.7,11.7,2.6,sun,Houston
0.0,23.3,10.6,1.8,sun,Houston
0.0,25.6,11.7,2.1,rain,Houston
0.0,16.7,11.7,3.7,sun,Houston
0.0,16.1,11.7,2.6,sun,Houston
0.0,17.8,11.1,2.7,sun,Houston
0.0,15.6,11.1,2.7,rain,Houston
0.0,21.7,11.7,2.1,rain,Houston
0.0,24.4,11.7,1.8,sun,Houston
0.0,27.8,12.2,2.1,sun,Houston
0.0,26.1,12.8,2.5,sun,Houston
0.0,22.8,10.0,2.5,rain,Houston
0.0,25.0,11.7,2.2,sun,Houston
4.6,16.1,11.7,3.4,sun,Houston
0.5,17.8,12.8,5.0,rain,Houston
0.0,20.0,11.7,3.0,rain,Houston
0.0,22.8,11.7,3.9,fog,Houston
0.0,26.7,12.8,4.3,snow,Houston
0.0,29.4,13.3,2.6,rain,Houston
0.0,31.1,15.6,3.2,rain,Houston
0.0,30.6,14.4,3.5,rain,Houston
0.0,28.9,14.4,2.7,rain,Houston
0.0,25.6,11.1,3.0,sun,Houston
0.0,24.4,11.1,3.5,sun,Houston
0.0,20.0,11.7,2.3,sun,Houston
0.0,23.9,9.4,2.6,rain,Houston
0.0,27.8,11.7,3.7,sun,Houston
0.0,30.0,16.1,3.5,rain,Houston
4.3,15.6,8.9,1.6,sun,Houston
4.3,12.8,7.2,8.0,sun,Houston
0.5,11.7,6.1,6.4,sun,Houston
0.5,13.3,5.6,2.5,sun,Houston
18.5,11.1,7.2,3.4,sun,Houston
1.8,12.2,6.1,4.6,rain,Houston
0.0,13.3,5.0,2.3,sun,Houston
0.0,17.8,5.0,2.4,rain,Houston
0.0,23.9,6.1,2.2,rain,Houston
0.0,18.3,9.4,3.0,sun,Houston
0.0,13.3,6.7,3.9,rain,Houston
0.0,14.4,3.9,3.0,rain,Houston
0.0,18.3,4.4,4.3,sun,Houston
0.0,24.4,6.7,3.4,rain,Houston
0.0,25.6,9.4,4.2,sun,Houston
0.0,26.7,12.8,3.8,rain,Houston
0.0,24.4,9.4,4.1,rain,Houston
0.0,19.4,9.4,3.5,rain,Houston
0.0,17.8,6.7,2.9,rain,Houston
0.0,15.6,7.8,3.1,rain,Houston
0.0,19.4,7.2,1.5,sun,Houston
6.4,14.4,11.7,1.3,fog,Houston
14.0,16.7,10.0,4.0,rain,Houston
6.1,12.8,8.9,4.8,rain,Houston
0.3,14.4,8.9,6.3,rain,Houston
0.0,17.2,8.9,3.3,sun,Houston
0.0,22.2,8.9,3.1,sun,Houston
0.0,22.2,8.9,3.6,sun,Houston
0.0,17.2,11.7,3.7,sun,Houston
0.0,16.7,10.0,3.4,sun,Houston
0.0,16.1,7.8,1.8,sun,Houston
0.3,18.9,11.1,1.5,sun,Houston
3.8,17.8,12.2,2.7,rain,Houston
6.6,20.0,12.8,3.7,rain,Houston
0.3,18.9,10.6,3.7,rain,Houston
0.0,17.2,9.4,2.9,sun,Houston
1.3,12.8,8.9,3.1,fog,Houston
16.0,13.3,8.3,3.3,sun,Houston
0.0,16.1,6.1,3.4,sun,Houston
16.5,16.1,8.9,3.5,sun,Houston
7.9,14.4,8.9,4.7,sun,Houston
5.3,12.8,9.4,2.4,fog,Houston
0.8,14.4,8.9,0.9,fog,Houston
0.0,17.8,5.6,1.1,sun,Houston
0.0,20.0,8.3,1.6,rain,Houston
4.1,22.8,7.8,2.6,rain,Houston
0.5,16.1,11.7,6.3,sun,Houston
6.9,13.9,7.8,3.0,rain,Houston
0.0,15.0,5.6,1.6,rain,Houston
1.0,14.4,8.3,1.7,rain,Houston
9.1,13.9,10.6,1.0,rain,Houston
1.0,14.4,8.9,2.2,sun,Houston
0.0,15.0,6.7,1.8,rain,Houston
0.0,15.6,3.9,1.6,sun,Houston
0.0,15.6,5.0,0.9,sun,Houston
0.0,12.8,8.9,2.7,fog,Houston
0.0,14.4,8.9,1.7,drizzle,Houston
0.0,12.8,7.2,1.2,rain,Houston
0.0,10.6,7.8,1.4,sun,Houston
0.0,10.6,7.8,2.4,rain,Houston
0.0,11.7,8.3,2.5,sun,Houston
0.0,14.4,7.2,1.9,rain,Houston
0.0,12.8,6.1,0.4,sun,Houston
0.0,10.0,6.1,0.6,rain,Houston
0.0,12.2,7.8,1.8,rain,Houston
0.0,11.7,8.3,2.7,sun,Houston
1.8,13.9,8.3,4.4,rain,Houston
0.0,14.4,7.2,5.1,rain,Houston
0.0,13.3,3.3,2.2,rain,Houston
0.5,15.0,5.6,3.9,fog,Houston
0.3,14.4,10.6,2.2,sun,Houston
1.3,17.8,11.7,1.4,sun,Houston
12.7,14.4,8.3,7.9,sun,Houston
0.5,12.2,4.4,2.4,sun,Houston
0.0,10.6,3.9,1.6,rain,Houston
2.5,13.3,7.2,3.1,sun,Houston
3.8,12.8,7.8,1.7,sun,Houston
30.0,11.1,10.0,7.2,fog,Houston
0.0,13.3,7.2,4.1,rain,Houston
1.8,11.1,5.0,1.4,snow,Houston
0.0,11.1,8.3,4.4,rain,Houston
0.0,16.1,6.1,2.6,fog,Houston
4.1,15.6,8.9,2.2,rain,Houston
0.0,13.9,10.6,3.8,rain,Houston
1.3,11.1,6.1,1.1,fog,Houston
3.0,10.6,7.2,6.0,sun,Houston
0.0,10.0,5.0,4.6,sun,Houston
5.3,11.7,7.2,5.4,rain,Houston
26.2,12.8,9.4,3.9,rain,Houston
1.0,13.3,4.4,5.1,sun,Houston
0.0,7.8,1.7,4.3,rain,Houston
0.0,7.8,-0.5,3.6,sun,Houston
0.0,9.4,0.0,4.6,sun,Houston
0.0,11.1,1.1,2.6,snow,Houston
0.0,11.7,0.6,0.9,rain,Houston
0.0,12.2,2.2,0.5,fog,Houston
0.0,12.2,2.8,1.0,rain,Houston
0.0,14.4,5.6,1.3,sun,Houston
0.0,11.7,3.3,0.7,sun,Houston
0.5,9.4,5.0,2.1,rain,Houston
2.3,11.1,7.2,3.9,rain,Houston
3.0,13.3,7.8,8.8,sun,Houston
4.6,7.8,1.7,3.5,rain,Houston
0.0,5.0,-0.5,5.6,sun,Houston
0.0,4.4,-2.1,1.6,rain,Houston
0.0,1.1,-4.9,2.6,sun,Houston
0.0,1.1,-4.3,4.7,rain,Houston
0.0,0.0,-7.1,3.1,sun,Houston
0.0,2.2,-6.6,2.2,sun,Houston
0.0,1.1,-4.9,1.3,rain,Houston
0.0,5.6,0.6,1.5,rain,Houston
0.0,5.0,-1.6,0.8,sun,Houston
6.9,5.6,-0.5,2.3,sun,Houston
0.5,9.4,5.6,2.9,rain,Houston
0.0,9.4,6.1,3.7,sun,Houston
1.3,11.7,8.3,3.9,sun,Houston
0.3,10.0,4.4,1.0,rain,Houston
0.0,8.3,4.4,2.7,sun,Houston
1.3,7.8,2.2,2.8,rain,Houston
0.0,5.0,0.0,2.1,sun,Houston
5.6,8.3,0.6,3.7,rain,Houston
5.6,8.9,5.6,2.3,sun,Houston
10.7,10.6,8.3,4.0,fog,Houston
1.5,11.7,6.1,5.9,rain,Houston
0.0,8.3,2.8,1.7,rain,Houston
0.0,6.7,1.7,0.8,rain,Houston
0.0,6.7,0.6,0.5,sun,Houston
0.3,8.9,0.0,2.1,fog,Houston
0.0,9.4,3.3,1.3,sun,Houston
0.0,7.2,1.7,1.1,sun,Houston
0.3,8.9,4.4,2.6,rain,Houston
0.5,8.3,5.0,1.7,rain,Houston
0.0,7.2,3.3,1.2,sun,Houston
4.1,10.6,6.1,3.2,rain,Houston
1.5,8.9,2.8,2.6,sun,Houston
0.0,7.8,0.6,2.7,sun,Houston
0.0,8.3,-0.5,3.7,rain,Houston
0.3,7.8,-0.5,2.6,sun,Houston
12.2,8.3,5.0,1.6,rain,Houston
9.7,10.0,7.2,4.6,rain,Houston
5.8,9.4,5.6,6.3,rain,Houston
4.3,12.8,8.3,7.0,sun,Houston
21.3,14.4,7.2,8.8,rain,Houston
1.5,11.1,5.6,8.1,rain,Houston
0.0,10.6,10.0,7.1,sun,Houston
0.0,11.1,7.2,1.3,rain,Houston
0.0,11.1,5.6,2.5,sun,Houston
0.0,6.7,4.4,2.7,rain,Houston
0.0,5.6,2.8,2.3,rain,Houston
0.0,9.4,0.6,2.2,sun,Houston
0.0,6.1,3.3,2.5,rain,Houston
0.0,10.0,2.8,2.2,sun,Houston
0.0,10.0,1.7,1.5,sun,Houston
0.5,9.4,5.6,2.6,snow,Houston
0.0,10.0,2.8,5.2,rain,Houston
0.0,12.8,1.1,1.9,sun,Houston
0.0,12.2,1.1,0.8,sun,Houston
0.0,8.3,0.6,1.3,snow,Houston
0.0,9.4,1.7,1.3,fog,Houston
8.9,11.1,6.1,1.6,rain,Houston
21.6,11.1,7.2,3.4,sun,Houston
0.0,8.3,6.1,6.4,snow,Houston
2.3,7.8,5.6,2.6,rain,Houston
2.0,7.8,2.8,0.8,rain,Houston
0.0,8.9,1.1,2.5,sun,Houston
0.0,5.0,0.0,4.3,rain,Houston
0.0,2.8,-2.1,4.7,sun,Houston
0.0,-0.5,-5.5,6.6,sun,Houston
0.0,-1.6,-6.0,4.5,fog,Houston
0.0,3.3,-4.9,4.2,sun,Houston
5.1,5.6,-0.5,4.6,sun,Houston
0.5,3.9,0.0,2.4,rain,Houston
18.3,10.0,2.2,4.7,rain,Houston
17.0,12.2,5.6,3.8,sun,Houston
4.6,12.2,7.2,6.4,sun,Houston
1.8,12.8,7.8,6.3,rain,Houston
9.4,11.7,6.1,6.4,rain,Houston
11.7,11.1,5.0,5.1,sun,Houston
26.4,9.4,3.9,7.9,rain,Houston
14.5,8.3,4.4,5.5,sun,Houston
15.2,8.9,5.0,6.2,rain,Houston
1.0,8.3,3.9,6.0,rain,Houston
3.0,10.0,5.6,6.9,rain,Houston
2.8,6.7,3.9,2.9,sun,Houston
2.5,5.6,2.8,3.1,sun,Houston
6.1,7.2,3.9,2.6,rain,Houston
13.0,6.7,3.3,3.2,rain,Houston
0.3,12.2,3.9,4.5,rain,Houston
0.0,13.9,5.6,2.5,rain,Houston
0.0,12.8,4.4,2.3,rain,Houston
0.0,14.4,4.4,5.9,fog,Houston
0.5,7.2,4.4,4.7,sun,Houston
19.1,11.1,2.8,5.7,rain,Houston
10.7,14.4,8.9,5.1,rain,Houston
16.5,13.9,7.8,3.9,rain,Houston
46.7,15.6,10.6,3.9,rain,Houston
3.0,13.3,10.0,6.2,sun,Houston
0.0,15.6,8.9,4.2,sun,Houston
32.3,12.8,6.7,2.7,rain,Houston
